name;address;website;phone;emails;district 
Zago Camillo;Via Rialto, 69, 35020 Campagnola PD;;049 973 9357;;PD
Spaccio Carni Chinello;Via Borghetto, 37, 35020 Sant'Angelo di piove di sacco PD;http://chinello.org/spaccio-carni/;349 310 0397;spacciocarnichinello@gmail.com silvia.doni77@libero.it;PD
La bottega del buon sapore;Via A. Moro, 76, 35020 Campagnola PD;;049 973 5923;;PD
il Fornaio di Minesso Giuliano & C.;Via Roma, 62, 35020 Brugine PD;https://il-fornaio-di-minesso-giuliano-c.business.site/;049 580 6774;;PD
Dpiù;Via A. Moro, 72, 35020 Brugine PD;https://www.d-piu.com/;049 973 5907;;PD
La Prosciutteria Azzurra;Via Domenico Campagnola, 15, 35020 Campagnola PD;;049 973 5849;;PD
C&M Tabacchi - Dhl Express Service Point - Lotto - Superenalotto - Servizi;Via Roma, 44, 35020 Brugine PD;;049 547 0722;;PD
Pasticceria Fiorin Giuseppe;Via Roma, 52, 35020 Brugine PD;https://www.facebook.com/PasticceriaFiorinGiuseppe;049 580 6535;;PD
Elettrofercasa s.n.c.;Via Roma, 53, 35020 Brugine PD;https://www.elettrofercasa.com/;049 580 6063;online@elettrofercasa.com info@elettrofercasa.com;PD
Chinello Ferramenta;Via Ardoneghe, 22, 35020 Brugine PD;https://ferramentachinello.com/;049 973 0037;license@prestashop.com contact@prestashop.com silviochinello@hotmail.it info@ferramentachinello.com;PD
L' Acropoli Della Frutta;Via Rialto, 46, 35020 Campagnola PD;;;;PD
Pasticceria Antichi Sapori;Via A. Moro, 102, 35020 Campagnola PD;https://pasticceria-antichi-sapori-di-cristiano-pianta.business.site/?utm_source=gmb&utm_medium=referral;340 312 2804;;PD
Ombreria Veneta;Via Roma, 65, 35020 Brugine PD;;;;PD
Villa Roberti;Via Roma, 96, 35020 Brugine PD;http://www.villaroberti.com/;392 522 6296;info@villaroberti.com;PD
Panetteria Antonella Canazza pane e salumi;Via monta' 62b..quartiere S ignazio !, 35136 Padova PD;https://panetteria-antonella-canazza-pane-e-salumi.business.site/?utm_source=gmb&utm_medium=referral;347 324 0672;;PD
Alimentari,pane e salumi Antonella e Katiuscia;Via Montà, 62, 35138 Padova PD;;347 324 0672;;PD
Parrocchia del Santissimo Salvatore;Via Roma, 29, 35020 Brugine PD;http://www.parrocchiadibrugine.it/;049 973 0292;donfrancescomalaman@gmail.com redazione@parrocchiadibrugine.it;PD
Crazy Fishing;35020 Brugine PD;;;;PD
Azienda Agricola Benetazzo;Via Granzetta, 33, 35020 Salmaso PD;;;;PD
DHL ServicePoint ✅;Via Roma, 44, 35020 Brugine PD;https://locator.dhl.com/results?address=id:VCE1B8&language=en&lc=IT&resultUom=km&clientAppCode=GYD;199 199 345;;PD
Ibav Bailo Budella E Prodotti Per Salumi Srl;Via Roma, 43, 35010 Loreggia PD;http://www.ibav-bailo.com/;049 930 1800;bailo@ibav-bailo.com;PD
Specialità Pugliesi;Via Romea, 65/F, 35020 Legnaro PD;http://www.specialitapugliesi.it/;320 637 1145;;PD
Brugine;;;;;
SPAZIO CONAD;Via Fratelli Sanguinazzi, 1, 35028 Piove di Sacco PD;https://www.conad.it/ricerca-negozi/spazio-conad-via-fratelli-sanguinazzi-1-35028--piove-di-sacco--009948;049 970 4034;;PD
C.A.R.D. Ecocentro di Brugine;Via dell'Industria, 44, 35020 Brugine PD;https://www.gestioneambientescarl.it/servizi/ecocentri/Brugine.html;800 969 852;;PD
Vassanelli;Corso Giuseppe Mazzini, 17, 37012 Bussolengo VR;;;;VR
Macelleria Gastronomia Di Cordioli Adriano;Via Roma, 74, 37012 Bussolengo VR;;045 715 0823;;VR
Macelleria Centro carni equine di Bassi;Via Alcide De Gasperi, 26, 37012 Bussolengo VR;;045 670 2607;;VR
Equinoteca Evangelisti;b, Via Gardesana, 1/a, 37012 Bussolengo VR;;348 822 0528;;VR
Azienda Agricola Zanetti Diego;Località Zamboni, 128, 37012 Bussolengo VR;;339 893 9391;;VR
New Foods;Via dell' Agricoltura, 25/A, 37012 Bussolengo VR;http://www.newfoods.it/;045 670 2992;;VR
Societa Agricola Valle S.S.;Località Civel, 3, 37012 Crocioni VR;;348 854 4214;;VR
Pastificio Avesani;Via Pietro Vassanelli, 19, 37012 Bussolengo VR;http://www.avesani.com/;045 671 7737;pastificioavesani@pec.it info@avesani.com;VR
Alimentari Dal Mondo;Via del Lavoro, 46, 37012 Bussolengo VR;;339 135 9159;;VR
magazin romanesc in bussolengo;Via Faval, 3, 37012 Bussolengo VR;;327 653 3177;;VR
Supermercati Martinelli;Via Verona, 45, 37012 Bussolengo VR;https://www.martinellisupermercati.it/;045 670 0165;mag.zai@martinellisupermercati.it info@martinellisupermercati.it;VR
Laboratorio di Fabrizio Dal Cero;Via Gardesana, 72, 37012 Bussolengo VR;http://www.fabriziodalcero.it/;;;VR
Drink Service Srl;Via Verona, 8, 37012 Bussolengo VR;http://www.drinkserviceverona.it/;045 670 4172;info@drinkserviceverona.it;VR
Azienda Agricola Il Pignetto;Località Pignetto, 108, 37012 Bussolengo VR;http://www.cantinailpignetto.com/;045 715 1232;;VR
El Carnicero;Località Nobiltron, 26, 37012 Bussolengo VR;https://elcarnicero-restaurant.business.site/?m=true;335 590 9850;;VR
Al Fogolar di Carlo Campostrini - Ristorante;Piazza della Vittoria, 9, 37012 Bussolengo VR;;045 715 2606;;VR
Vassanelli Lab Srl;Via Pietro Vassanelli, 9, 37012 Bussolengo VR;http://www.vassanellilab.com/;045 671 7642;segreteria@vassanellilab.com;VR
CONAD CITY;Piazzale Vittorio Veneto, 9, 37012 Bussolengo VR;https://www.conad.it/ricerca-negozi/conad-city-piazzale-vittorio-veneto-9-37012--bussolengo--009034;045 715 1897;;VR
Girelli 1933;Piazza Davide Begalli, 19, 37029 San Pietro in Cariano VR;;045 257 3603;;VR
C+C Cash and Carry Maxigross Bussolengo;Via del Lavoro, 9/11, 37012 Bussolengo VR;https://www.cc-cash.it/;045 676 7715;;VR
Il Quadrante Abbigliamento;Via del Lavoro, 109, 37012 Bussolengo VR;http://ilquadranteabbigliamento.it/;045 670 2606;info@ilquadranteabbigliamento.it;VR
CONTI S.R.L.;Via Caduti sul Lavoro, 17, 37012 Bussolengo VR;http://www.conti-italy.com/;045 676 7211;;VR
大三元;Provincia di Verona, Bussolengo, Via del Lavoro, 邮政编码: 37012;;045 676 7942;;37012
Castioni dal 1955;Corso Giuseppe Mazzini, 90, 37012 Bussolengo VR;https://www.castioni1955.casa/;045 715 0203;info@castioni1955.it info@castioni1955.casa;VR
Foto Ottica Rinaldi;Via A. dall'Oca Bianca, 1, 37012 Bussolengo VR;https://www.otticarinaldibussolengo.it/;045 715 7678;info@otticarinaldibussolengo.it;VR
Trattoria Biondani;Via Piemonte, 54, 37012 Bussolengo VR;https://www.trattoriabiondani.it/;045 715 0259;;VR
B&B Frutta Srl;Località Ca' di Capri, 107, 37137 Bussolengo VR;http://www.beb-frutta.com/;045 671 7639;info@beb-frutta.com;VR
Ottica Rinaldi;Via Ippolito Pindemonte, 2, 37012 Bussolengo VR;https://www.otticarinaldibussolengo.it/;045 715 0342;info@otticarinaldibussolengo.it;VR
SARADELICATESSEN - Girelli Lino e Ernesto s.s.a.;Località Girelli, 146, 37012 Girelli VR;http://www.saradelicatessen.com/;348 716 7044;girellilinoernestossa@legalmail.it info@saradelicatessen.com;VR
Dalfini Livio;Via Nino Bixio, 24, 37069 Villafranca di Verona VR;;045 790 0903;;VR
Levoni S.p.A.;Via Giacomo Matteotti, 23, 46014 Castellucchio MN;http://www.levoni.it/;0376 434011;;MN
Supermercato Adami;Via Bussolengo, 17, 37066 Sommacampagna VR;https://www.supermercatoadamivr.it/;045 515443;info@supermercatoadamivr.it grazieada64@gmail.com;VR
PETSTORE CONAD;Località Ferlina, 11, 37012 Bussolengo VR;https://www.conad.it/ricerca-negozi/pet-store-conad-localita-ferlina-11-37012--bussolengo--050470;045 671 5490;;VR
Colli del Garda Gourmet s.r.l.;Str. Cavallara, 6, 46040 Cavriana MN;http://collidelgarda.it/;0376 83327;;MN
CSB System srl;Via del Commercio, 3-5, 37012 Bussolengo VR;http://www.csb.com/;045 890 5594;info.au@csb.com info@csb.com;VR
La Bottega delle Carni di Ghion Elisabetta;Via A. Gramsci, 12, 35010 Cadoneghe PD;http://labottegadellecarni.eu/;049 700559;7001013info@labottegadellecarni.euP.IVA web@ocalab.it info@labottegadellecarni.eu;PD
Gresca;Piazzale Castagnara, 4a, 35010 Cadoneghe PD;;049 700652;;PD
Caseificio Artigianale;Via G. Matteotti, 8, 35010 Cadoneghe PD;;049 202 4318;;PD
Alì supermercati;Sottoportico Rossa Guido, 2, 35010 Cadoneghe PD;https://www.alisupermercati.it/punti-vendita/cadoneghe-2;049 887 7041;;PD
Gibellato Zaccaria;Via G. Garibaldi, 112, 35010 Cadoneghe PD;;049 700359;;PD
Tip and IT.com - vendita on line di prodotti alimentari Tipici ITaliani;;http://www.tipandit.com/;;info@tipandit.com;
La Boutique Del Pane Di Alfonsi Franca E C. S.N.C.;Via G. Garibaldi, 14, 35010 Cadoneghe PD;https://www.facebook.com/boutiquepane/;049 704284;;PD
Pinton snc di Pinton Enrico & C. Rivendita Pane;Via A. Gramsci, 120, 35010 Cadoneghe PD;;331 201 2142;;PD
Casa Vinicola Zaramella Di Fabbro Raul & Figli (S.N.C.);Via Franceschina, 4, 35010 Cadoneghe PD;http://www.vinicolazaramella.com/;049 700560;info@vinicolazaramella.com vinicolazaramella@pec-mail.it;PD
F.lli Sandrin Salumeria;Via Roma, 244, 35010 Vigodarzere PD;http://www.facebook.com/pages/Vigodarzere-Italy/FLLI-SANDRIN-SALUMERIA/362463423354;049 887 1008;;PD
Macelleria Saccardo Antonio;Via Pontevigodarzere, 95, 35133 Padova PD;;049 703020;;PD
La Panetteria;Via G. Marconi, 51, 35010 Cadoneghe PD;;;;PD
Macelleria Mosca Snc Di Bazzolo Alfredo E Schiavolin Lucio;Sotto Il Salone, 40, 35122 Padova PD;;049 664266;;PD
La Bottega Del Prosciutto Snc;Sotto Il Salone, 48, 35122 Padova PD;;049 650139;;PD
Testascalsa Hostaria;Via A. Gramsci, 52, 35010 Cadoneghe PD;http://testascalsa.it/;347 876 2748;info@testascalsa.it;PD
Pilotto Snc Di Pilotto Massimo E Pilotto Diego;Via Europa, 28, 35010 Vigodarzere PD;;049 703158;;PD
O. Majolo Srl;35010, Via E. Fermi, 1, 35010 Rettore (Mezzavia) PD;http://www.majolo.it/;049 887 5834;preventivi@majolo.it info@majolo.it omajolosrl@pec.it info@accademiadeisalumi.it;PD
Il Pizzicagnolo Padova;Via Savona, 5, 35142 Padova PD;https://il-pizzicagnolo-di-riccardo-galeazzo.business.site/?utm_source=gmb&utm_medium=referral;327 392 4492;;PD
Ferrian Dante;Via A. Gramsci, 165, 35010 Mejaniga PD;;049 706595;;PD
Zampieron Guglielmo;Via S. Marco, 139, 35129 Padova PD;;049 625272;;PD
Coppiello F. Laboratorio Carni Equine;Via S. Gregorio Barbarigo, 26, 35010 Vigonza PD;http://www.coppiello.it/index.html;049 725596;direzione@pec.coppiello.it macelleria@coppiello.it info@coppiello.it;PD
Martin Paolo;Via Lodovico Barbo, 9, 35128 Padova PD;http://www.sottoilsalone.it/;049 875 4415;;PD
Pascoli Del Veneto Di Venezia S.C.A R.L.;Via A. Diaz, 76, 35010 Vigonza PD;;049 628058;;PD
Prix Quality;Via Guido Franco, 25, 35010 Cadoneghe PD;http://www.prixquality.com/;;Logo-color@2x.png leaflet@1.8.0 bootstrap@5.0.0-beta2 Numero-blu@1x.png;PD
Pasticceria Fabian;Via G. Matteotti, 104A, 35010 Cadoneghe PD;https://m.facebook.com/pages/category/Coffee-shop/Pasticceria-Fabian-859876730743367/;049 887 3601;;PD
Pescheria al Peschereccio;Via A. Gramsci, 51, 35010 Mejaniga PD;;049 700610;;PD
Camporese Dr. Carlo;Via G. Garibaldi, 9, 35010 Cadoneghe PD;;049 703786;;PD
Antica Macelleria DA NATALE;Sotto Il Salone, Banco 4, 35122 Padova PD;http://www.facebook.com/anticamacelleriadanatale;348 880 4834;;PD
Eccellenze Alimentari Italiane S.r.l.;Via M. Cesarotti, 6, 35123 Padova PD;https://www.tenutalavalle.com/;049 270 0645;ajax-loader@2x.gif;PD
Mastro Fornaio;Via Cristoforo Colombo, 12, 35010 Mejaniga PD;;;;PD
Mondogelato Gelateria artigianale;Via G. Marconi, 9/b, 35010 Cadoneghe PD;http://www.mondogelato.net/;340 705 2820;info.mondogelato@icloud.com;PD
Antica Macelleria Daniele Orlando;Via Vigonovese, 217, 35070 Padova PD;;049 870 2739;;PD
Pasticceria al Tempio;Via A. Gramsci, 89, 35010 Cadoneghe PD;https://www.pasticceriaaltempio.it/;049 706637;;PD
TRADIZIONE ITALIA;Via Bassa I, 285, 35011 Sant'Andrea PD;http://www.tradizioneitalia.it/;049 981 8088;tradizioneitalia@xsure.it;PD
Enogastronomia da Emilio;Via Boccalerie, 9, 35139 Padova PD;;049 662950;;PD
Ama tigelleria;Str. del Santo, 78, 35010 Mejaniga PD;http://www.ilsitodiama.it/;049 729 4146;info@ilsitodiama.it;PD
Caseificio Nobili Srl;Via E. Fermi, 35030 Rubano PD;http://www.formagginobili.it/;049 630504;commerciale@formagginobili.it produzione@formagginobili.it info@formagginobili.it amministrazione@formagginobili.it;PD
Macelleria Da Gianni;Via Guglielmo Marconi, 18, 35027 Noventana PD;;049 893 1345;;PD
Mazzucato Claudio;Via Trieste, 28, 35121 Padova PD;;049 876 0181;;PD
Macelleria ANNOR;di San, Via Kennedy, 54, 31031 Caerano di San Marco TV;;;;TV
Macelleria Furlanetto snc;Via Piave, 24/C, 31031 Caerano di San Marco TV;;349 780 5136;;TV
Maser Formaggi Basso Sebastiano Srl;Via Vittime del Vajont, 21, 31031 Caerano di San Marco TV;http://www.maserformaggi.com/;0423 923075;;TV
F.c. S.r.l.;Via Vittime del Vajont, 6A/B, 31031 Caerano di San Marco TV;;0423 665372;;TV
Frescolat Srl;Via dell'Artigianato, 31031 Caerano di San Marco TV;http://www.frescolat.it/;0423 564602;info@frescolat.it info@frescolat.itORARI;TV
Crai - VOLPE LINA SNC DI TIEPPO ROGER & C.;Via S. Marco, 201, 31031 Caerano di San Marco TV;https://www.crai-supermercati.it/ama/punti-vendita/pdv.php?id=142;0423 650182;;TV
CRAI - Le Madonnette;Via Montello, 79, 31031 Caerano di San Marco TV;http://www.crai-supermercati.it/ama/punti-vendita/pdv.php?id=143;0423 650073;;TV
Frutt Allegra;Via Monte Grappa, Via MonteGrappa, 5, 31031 Caerano di San Marco TV;;338 181 0892;;TV
Supermercato EUROSPAR Caerano San Marco;Via Padova, 2, 31031 Caerano di San Marco TV;https://www.despar.it/it/?&utm_source=google&utm_medium=organic&utm_campaign=local-sitoweb-eurospar-caerano-san-marco;0423 859881;diego.novo@studiovatore.com;TV
MAGUS S.r.l.;Via dell'Artigianato, 13, 31031 Caerano di San Marco TV;http://www.ma-gus.it/;0423 465189;magus@pec.it info@ma-gus.it;TV
Cidienne Srl filiale di Caerano;Via Vittime del Vajont, 8, 31031 Caerano di San Marco TV;http://www.cidienne.it/;0423 651050;sandona@cidienne.it sacile@cidienne.it info@cidienne.it treviso@cidienne.it caerano@cidienne.it;TV
Macelleria Innocente;Via S. Gaetano, 106, 31044 Montebelluna TV;https://www.instagram.com/macelleria_innocente/;0423 23444;;TV
Lucas Bar Trattoria;Via Padova, 41, 31031 Caerano di San Marco TV;http://www.facebook.com/lucasbartrattoria;0423 64191;;TV
Col delle Rane;Via Mercato Vecchio, 18, 31031 Caerano di San Marco TV;http://www.coldellerane.it/;0423 650085;info@coldellerane.it;TV
Trattoria Da Ciccio S.N.C. Di Spadetto G. E C.;Via Callarga, 2, 31031 Caerano di San Marco TV;;0423 85543;;TV
Bieffe Caminetti e Stufe;Via Cadore, 25, 31031 Caerano di San Marco TV;http://www.bieffecaminetti.it/;0423 688485;bieffe@bieffecaminetti.it;TV
Latteria Formaggi e Salumi Birello Paride;Viale S. Marco, 68, 30020 Marcon VE;;041 456 8590;;VE
Bandierauto S.N.C. Citroen;Via Monte Grappa, 117, 31031 Caerano di San Marco TV;https://www.bandierauto.it/;0423 650131;bandieraa@libero.it;TV
Società Agricola Ca' Montello;Via Ivo Lollini, 37, 31044 Montebelluna TV;https://societa-agricola-ca-montello.business.site/;389 685 8608;;TV
Gruppo Alpini Caerano di San Marco;Via Camillo Benso Conte di Cavour, 44/1, 31031 Caerano di San Marco TV;http://www.alpinicaerano.it/;;;TV
TANY;Via Monte Grappa, 46, 31031 Caerano di San Marco TV;;0423 465251;;TV
Agriturismo alle Rive;Via Mercato Vecchio, 39, 31031 Caerano di San Marco TV;;0423 858770;;TV
Chiesa Parrocchiale di Caerano di San Marco;Via Piave, 31031 Caerano di San Marco TV;;;;TV
Agricola Bergamin;Via Schiavonesca, 14, 31044 Montebelluna TV;https://www.agricolabergamin.it/;331 206 3513;agricolabergamin@gmail.com;TV
Azienda Agricola Ca' Bastian;Via dei Tuono, 7, 31044 Montebelluna TV;http://www.cabastian.it/;338 493 9570;cabastian@libero.it;TV
Campo Sportivo Gsa Caerano;31031 Caerano di San Marco TV;;;;TV
Bandiera Dr. Sergio;Via Antonio Gramsci, 1, 31031 Caerano di San Marco TV;;0423 858888;;TV
KAPTURA s.r.l.;Via S. Marco, 29-31, 31031 Caerano di San Marco TV;http://www.kaptura.it/;0423 858525;info@kaptura.it;TV
"Scuola Primaria ""Antonio Canova""";Piazza della Repubblica, 3, 31031 Caerano di San Marco TV;http://www.iccaerano.edu.it/;0423 650104;20segreteria@iccaerano.it 20tvic82100r@pec.istruzione.it tvic82100r@pec.istruzione.it segreteria@iccaerano.it;TV
Cantina Martignago - Vignaioli;Via Cornuda, 72, 31010 Maser TV;http://www.martignago.wine/;0423 177 1567;simone@martignago.wine;TV
Autofficina Cadore s.n.c.;Via Cadore, 25, 31031 Caerano di San Marco TV;http://www.impiantiagascadore.it/;0423 650203;autofficina.cadore@libero.it;TV
Agriturismo Prà De Roda;Via Pra de Roda, 27, 31031 Caerano di San Marco TV;;0423 650562;;TV
CRAI - La bottega dei sapori;Via Erizzo, 28, 31044 Montebelluna TV;https://www.crai-supermercati.it/ama/punti-vendita/pdv.php?id=145;0423 23285;;TV
Vaka Mora;Via Postumia Romana Ovest, 47A, 31036 Sala di Istrana TV;http://www.vakamora.it/;0422 731090;fighera.dairy@yahoo.it;TV
Birreria zuita;Via Montello, 56, 31031 Caerano di San Marco TV;https://www.scoutmenu.it/dettagli-locale.php?id=874;328 927 0469;info@scoutmenu.it;TV
"Scuola Secondaria di primo grado ""Giuseppe Ungaretti"" e Scuola Primaria ""Antonio Canova""";Via della Pace, 1, 31031 Caerano di San Marco TV;https://www.iccaerano.edu.it/;0423 650095;20segreteria@iccaerano.it 20tvic82100r@pec.istruzione.it tvic82100r@pec.istruzione.it segreteria@iccaerano.it;TV
MARGHERITA CONAD;Piazza IV Novembre, 6, 32042 Calalzo di Cadore BL;https://www.conad.it/ricerca-negozi/negozio.009767.html;0435 501708;;BL
Supermercato EUROSPAR Calalzo;Via Stazione, 12, 32042 Calalzo di Cadore BL;https://www.despar.it/it/?&utm_source=google&utm_medium=organic&utm_campaign=local-sitoweb-eurospar-calalzo;0435 32443;diego.novo@studiovatore.com;BL
Le Piciole Srl;Via Roma, 19, 32042 Calalzo di Cadore BL;;333 379 6257;;BL
LA SCAIA;Via della Chiesa, 2 bis, 32044 Pieve di Cadore BL;http://www.lascaia.com/;349 810 4468;abuse@company.site lascaia@live.it;BL
Gurmont;Via Cortina, 55, 32044 Pieve di Cadore BL;http://www.gurmont.it/;0435 500179;info@gurmont.it;BL
Bètola all'Oca Bianca;Via Roma, 8, 32042 Calalzo di Cadore BL;https://betolaocabianca.business.site/;351 866 5993;;BL
Chalet Lagole Dolomiti;Via Lagole, 32042 Calalzo di Cadore BL;;340 995 0943;;BL
B&B Dolomiti;Viale Marconi, 21, 32042 Calalzo di Cadore BL;https://www.dolomitibb.it/;0435 500452;robygaier@hotmail.it;BL
Casa Molinari - Guest house;Via Giacomelli, 15, 32042 Calalzo di Cadore BL;http://www.casamolinari.it/;0435 366211;;BL
Bar Bianco;Via Nazionale, 38, 32042 Calalzo di Cadore BL;http://www.barbiancocalalzo.it/;0435 501633;silvia_piazza@yahoo.it;BL
Supermercato Super W - Lozzo di Cadore;Via Roma, 4, 32040 Località Sant'Anna BL;http://www.walber.it/punto-vendita/lozzo-di-cadore;0435 76771;;BL
Rifugio Chiggiato;Loc. Col Negro, 32042 Calalzo di Cadore BL;http://www.rifugiochiggiato.it/;346 181 7182;react-dom@16.14.0 react@16.14.0 dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com 769f83aada4840c29efbc05d46a89981@sentry-viewer.wixpress.com 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com focus-within-polyfill@5.0.9 lodash@4.17.21 info@rifugiochiggiato.it core-js-bundle@3.2.1 831126cb46b74583bf6f72c5061cba9d@sentry-viewer.wixpress.com;BL
Ente Cooperativo Di Consumo (S.R.L.);Piazza IV Novembre, 6, 32042 Calalzo di Cadore BL;;0435 519750;;BL
Area sosta camper;Località La Bella, 30-42, 32042 Calalzo di Cadore BL;;;;BL
L'angolo del latte;Via Venezia, 42, 32045 Santo Stefano di Cadore BL;;338 339 2339;;BL
Cascata delle Pile;32042 Calalzo di Cadore BL;http://www.comune.calalzo.bl.it/siti_naturalistici.php;;;BL
Lago delle Tose;32042 Calalzo di Cadore BL;;;;BL
La Nuova Botte Del Re;Via Nazionale, 27, 32042 Calalzo di Cadore BL;http://lanuovabottedelre.com/;348 346 5168;core-js-bundle@3.2.1 831126cb46b74583bf6f72c5061cba9d@sentry-viewer.wixpress.com 8c4075d5481d476e945486754f783364@sentry.io react-dom@16.14.0 react@16.14.0 focus-within-polyfill@5.0.9 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com lodash@4.17.21;BL
Road Bar;Via Nazionale, 60, 32042 Calalzo di Cadore BL;;0435 501294;;BL
PEDIBOSCO bed;Via Giacomo Leopardi, 20, 32042 Calalzo di Cadore BL;http://www.pedibosco.com/;333 895 7668;info@pedibosco.com;BL
Area naturalistica termale archeologica di Làgole;32042 Calalzo di Cadore BL;http://www.dolomititerme.it/;;;BL
Malga Ciauta;Piani di Ciauta, 32040 Vodo Cadore BL;http://www.infodolomiti.it/dormire-e-mangiare/malghe/malga-ciauta/6899-l1.html;349 050 5742;;BL
Tamoil;Via Nazionale, 32042 Belluno, BL;;0435 517799;;BL
Passuello Supermercati - Super A&O;Via Cortina, 72, 32044 Pieve di Cadore BL;http://www.passuello.it/;0435 500541;info@passuello.it;BL
Ristorante Alla Pineta;32042 Calalzo di Cadore BL;;347 248 3878;;BL
Jungle Bar;Via Stazione, 5, 32042 Calalzo di Cadore BL;;320 901 4165;;BL
Minimarket;Via Longiarù, 2, 32044 Pieve di Cadore BL;;0435 33663;;BL
Pizzeria El Gringo;Via Nazionale, 13, 32042 Calalzo di Cadore BL;http://www.elgringo.it/;0435 31118;elgringo.pizzeria@gmail.com;BL
Park Hotel Bellavista;Via S. Giovanni, 5, 32042 Calalzo di Cadore BL;http://www.hotelbellavistadolomiti.it/;0435 31702;;BL
Comune di Calalzo di Cadore;Piazza IV Novembre, 12, 32042 Calalzo di Cadore BL;http://www.comune.calalzo.bl.it/;0435 519752;;BL
Calalzo - Pieve Cadore - Cortina;32042 Calalzo di Cadore BL;;;;BL
Hotel Ferrovia snc;Via Stazione, 4, 32042 Calalzo di Cadore BL;http://www.hotelferrovia.it/;0435 500705;info@hotelferrovia.it;BL
Calalzo Marmarole;32042 Calalzo di Cadore BL;;;;BL
Biblioteca Comunale Enrico de Lotto;Viale Marconi, 102, 32042 Calalzo di Cadore BL;http://bibel.regione.veneto.it/SebinaOpac/.do?pb=VIACZ;0435 33473;biblioteca@comune.calalzo.bl.it accessibilita@regione.veneto.it servizio.biblioteche@provincia.belluno.it ladybug@dmcultura.it;BL
Alimentare Ai Mughi;Via Nazionale, 89, 32040 Vodo Cadore BL;;328 219 2470;;BL
Enoteca Cortina;Via XX Settembre, 77, 32040 Valle di Cadore BL;;0435 501217;;BL
Clerici Michele;Via Nazionale, 37, 33024 Forni di Sopra UD;https://www.decodolomitidiforni.it/turismo/macellerie/macelleria-michele-clerici-forni-di-sotto/;0433 88034;info@decodolomitidiforni.it;UD
Fabbro Dino & C. Di Fabbro Dino E Angiolina Snc;32040 Lorenzago di Cadore BL;https://www.aeo.it/punti-vendita/veneto/svelto-aeo-lorenzago-di-cadore;0435 75012;svelto-aeo-logo@2x.png;BL
Cooperativa di San Vito di Cadore - Conad City;Corso Italia, 64, 32046 San Vito di Cadore BL;http://www.coopsanvito.it/;0436 9117;;BL
Azienda Agricola Talamini;Via Chiarediego, 38, 32040 Vodo Cadore BL;http://www.agricoladelatela.it/;347 755 1572;;BL
Unione Montana Centro Cadore;Viale Marconi, 9, 32042 Calalzo di Cadore BL;http://www.centrocadore.bl.it/;0435 9826;;BL
Rifugio Giampietro Talamini;Località Forcella del Col Botei, 32040 Vodo Cadore BL;https://rifugiotalamini.com/;380 908 1496;;BL
Il Covo dei Zatèr di Mascolo Marco;Via Regina Margherita, 3, 32010 Perarolo di Cadore BL;https://www.facebook.com/Perarolo;389 875 1521;;BL
Ferrovia Belluno-Calalzo;32100 Belluno BL;;;;BL
Agriturismo La Pausa;Via Longiarù, 74, 32044 Pieve di Cadore BL;http://www.lecapredellantelao.it/;0435 33710;;BL
Ciclabile delle Dolomiti Calalzo - Cortina;Lunga Via delle Dolomiti, 32040 Valle di Cadore BL;;;;BL
Carnesi‘ S.r.l.;Via Cristoforo Colombo, 1, 37030 Vago VR;;;;VR
Francy Oenology;Viale dell'Industria, 49/51, 37042, 37042 Caldiero VR;http://www.francyoenology.com/sede-francyoenology;045 680 0077;info@amdweb.it;VR
Supermercati Grisi;Via Vicenza, 3/A, 37042 Caldiero VR;http://public.citre.com/wp/project/supermercati-grisi/;045 765 2066;c3consorzio@citre.com info@supergrisi.it;VR
Famila Caldiero;Via Caduti Del Lavoro, 1, 37042 Caldiero VR;http://www.famila.it/;045 765 2071;;VR
Campedelli Marco;Via Brenta, 23, 37036 San Martino Buon Albergo VR;;045 994070;;VR
Fenil Contessa Roncari;Via fenil nuovo, 37030 Cazzano di Tramigna VR;;349 302 1091;;VR
Mr. BORTO Piadineria Artigianale CALDIERO;Via Strà, 114, 37042 Caldiero VR;http://www.mr-borto.it/;045 615 1063;core-js-bundle@3.2.1 831126cb46b74583bf6f72c5061cba9d@sentry-viewer.wixpress.com mr.borto@libero.it mr.bortoisola@libero.it dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com 8c4075d5481d476e945486754f783364@sentry.io react-dom@16.14.0 react@16.14.0 focus-within-polyfill@5.0.9 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com mrbortocastel@gmail.com baf30a2b91654c5a840931f0137bed30@sentry.wixpress.com 8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com 0e6a29e4756740a8a63493e912ba2174@sentry.wixpress.com lodash@4.17.21;VR
GM GROUP ARREDAMENTI;Viale del Lavoro, 7, 37042 Caldiero VR;http://www.gmarredamenti.com/;045 878 0456;gmarredamenti@gmarredamenti.com;VR
Santaca' Massimo;Via Mere, 16, 37038 Soave VR;http://www.massimocarni.it/;045 619 0092;20info@massimocarni.it info@massimocarni.it;VR
Caseificio Spinelli;Località Lodoletta, 7, 37031 Illasi VR;http://www.caseificiospinelli24h.it/;349 497 8816;info@caseificiospinelli24h.it;VR
