name;address;website;phone;emails;district 
Enogastronomia di Antonio Baggio;Via Bellavitis, 19, 36061 Bassano del Grappa VI;http://www.baggioenogastronomia.it;0424 522500;;
Baggio Mario - Specialità Alimentari;Via Roma, 102, 36061 Bassano del Grappa VI;;0424 523003;;
Zarpellon;Via S. G. B. de La Salle, 6, 36060 Romano D'ezzelino VI;http://zarpellon.it;0424 3993;info@zarpellon.it;
Cherubin Daniele;Via G.B. Gobbi, 12, 36061 Bassano del Grappa VI;;0424 524136;;
"Famiglia Gastaldello dal 1969 ""Casa del Parmigiano""""";Piazza Castello, 25, 36063 Marostica VI;http://www.famigliagastaldello.it;0424 75071;;
IANDOLO ALIMENTARI;Via Buonarroti M., 24, 36061 Bassano del Grappa VI;;334 943 4246;;
Gastronomia Le Tradizioni srl Di Marchiorello Giuseppe;Via Valsugana, 86, 36022 Cassola VI;;0424 566981;;
Macelleria Fontana;Via A. Nonis, 62, 36063 Marostica VI;http://www.macelleriafontana.it;0424 77222;;
Bossa Buffona;Via bartolomeo Gamba, 25, 36061 Bassano del Grappa VI;https://m.facebook.com;375 504 8209;;
Degustiamo.com;;http://www.degustiamo.com;351 752 3636;;
Tolfo Tommaso;P.za San Zeno, 7, 36022 Cassola VI;;0424 570027;;
VINOteca di Poli Erika;Viale Pio X, 60, 36061 Bassano del Grappa VI;;392 703 2381;;
Pomo d'oro - la cucina in bottega -;Viale Europa, 3, 36061 Bassano del Grappa VI;https://www.pomodorocucinainbottega.it;0424 33441;info@pomodorocucinainbottega.it;
Macelleria Brotto Giuseppe;Via Leonardo da Vinci, 65, 36022 Cassola VI;;0424 30075;;
Bottega del Pane Beltrame;Piazza Libertà, 25, 36061 Bassano del Grappa VI;http://www.bottegadelpane.com;0424 522119;;
Magazin Romanesc Cassola (Bassano del Grappa);Via Portile, 11, 36022 San Giuseppe VI;;328 538 6679;;
Famila - Bassano del Grappa;Viale Vicenza, 61, 36061 Bassano del Grappa VI;https://promo.unicomm.it;0424 503680;;
Macelleria Brotto Egidio;Via Astico, 10, 36030 Romano D'ezzelino VI;http://brottoegidio.com;0424 32165;info@brottoegidio.com;
Ristorante Bauto;Via Trozzetti, 27, 36061 Bassano del Grappa VI;http://www.ristorantebauto.it;0424 34696;;
Macelleria Brotto Luca;Via Mazzini G., 186, 36027 Rosà VI;;0424 581843;;
Fermenteria;Via Campo Marzio, 43, 36061 Bassano del Grappa VI;http://fermenteria.it;320 340 7673;fermenteriabassano@gmail.com;
El Piron;Via Zaccaria Bricito, 12, 36061 Bassano del Grappa VI;http://www.elpiron.it;0424 525306;;
Gherardo Lorenzo;Via Maggiore, 33, 35020 Pernumia PD;;0429 779731;;
F.Lli Cecconello Sas Di Cecconello Gregory & C;Via dell'Artigianato, 8, 35020 Carrara San Giorgio PD;http://www.fllicecconello.com;049 521 2665;info@fllicecconello.com;
Cantina Salvan - Vigne del Pigozzo;Via Mincana, 143, 35020 Due Carrare PD;http://salvanwine.com;049 525841;;
Bevemo L'Ultima;Viale dei Colli Euganei, 26, 35041 Battaglia Terme PD;https://www.facebook.com;388 340 6549;;
Delizie Del Viale Dei Vescovi (S.A.S.);Via T. Livio, 4, 35038 Torreglia PD;;049 993 0371;;
Alimentari da Bussoletto sas;Via Angelo Beolco, 13, 35020 Pernumia PD;;348 005 0996;;
Museo Civico della Navigazione Fluviale;Via Ortazzo, 63, 35041 Battaglia Terme PD;http://www.museonavigazione.eu;049 525170;info@museonavigazione.eu;
Le Chicche di Bertin;Viale Stazione, 125, 35036 Montegrotto Terme PD;http://www.angolobertin.com;049 793257;salumeria.bertin@gmail.com;
Presepe sull'acqua di Battaglia Terme;Via Colli Euganei, 90, 35041 Battaglia Terme PD;;;;
Ricetta91;Via Padova, 6/A, 35043 Monselice PD;http://www.ricetta91.com;;;
Stabilimento Termale La Contea Terme di Battaglia S.r.l.;Via F. Petrarca, 11, 35041 Battaglia Terme PD;http://www.termelacontea.com;049 525680;;
Martini Andrea;Via Roma, 4, 35020 Pozzonovo PD;https://www.macelleriamartiniandrea.it;0429 79004;;
Alimentari De Franceschi (Belmarket);Via Cengolina, 7, 35030 Galzignano Terme PD;http://www.dadoonline.com;049 913 0100;;
Area Sosta Camper - Spazio Fiore - Battaglia Terme;Viale Degli Alpini, 35041 Battaglia Terme PD;https://www.facebook.com;334 732 3606;;
Bar Delle Terme;Viale dei Colli Euganei, 72A, 35041 Battaglia Terme PD;https://www.facebook.com;049 911 6227;;
Battaglia Terme;35041 Battaglia Terme PD;http://www.trenitalia.com;;;
Macelleria Al Duomo;Via Garibaldi, 4, 35043 Monselice PD;;389 508 0801;;
Salumificio Truffa Renzo Giulio;Via XX Settembre, 1915, 14041 Agliano AT;;0141 954284;;
Istituto Comprensivo Di Battaglia Terme;Piazza Don M. Romano, 1, 35041 Battaglia Terme PD;http://www.iccarrareseeuganeo.edu.it;049 525078;;
Antichi Sapori Di Brustolin Renato;Via Roma, 46, 35043 Monselice PD;;0429 767212;;
Castello del Catajo;Via Catajo, 1, 35041 Battaglia Terme PD;http://www.castellodelcatajo.it;349 934 7190;info@castellodelcatajo.it;
Habanero's Farm;Via Europa, 17, 35020 Vanzo PD;http://www.habanerosfarm.it;347 317 7407;info@habanerosfarm.it;
Il Ristorantino;Via Roma, 75, 35041 Battaglia Terme PD;https://www.facebook.com;348 858 1703;;
Squarcina Fruits;Piazzale Stazione, 4, 35036 Montegrotto Terme PD;http://www.itipicipadovani.it;049 793524;;
EX Stabilimento Termale INPS;35041 Battaglia Terme PD;;;;
Panificio Stellin;Corso delle Terme, 70, 35036 Montegrotto Terme PD;https://m.facebook.com;049 794035;;
Ortofrutta Erica;Via Roma, 100, 35020 Masera' di Padova PD;;340 417 2321;;
Villa Sceriman;Via dei Colli, 1084, 35030 Vo' PD;http://www.villasceriman.it;049 994 0123;villasceriman@villasceriman.it;
Panificio Baratto Sas di Baratto Massimo;Via Roma, 27, 35036 Montegrotto Terme PD;;049 793405;;
Salumificio Il Borgo;Via Toscana, 183, 53014 Monteroni d'Arbia SI;http://ilborgosalumidisiena.it;0577 372218;commerciale@ilborgosalumidisiena.itPUNTO commerciale@ilborgosalumidisiena.it bottega@ilborgosalumidisiena.it;
Chiesa di San Giacomo;Via Maggiore, 35041 Battaglia Terme PD;https://www.visitabanomontegrotto.com;049 525143;;
Supermercato Despar Galzignano Terme;Via De Gasperi, 2, 35030 Galzignano Terme PD;https://supermercato-despar-galzignano.business.site;049 913 0010;despargalzignano@gmail.com;
Vini Sturaro;Via Noiera Valsanzibio, 34, 35030 Galzignano Terme PD;https://vini-sturaro.business.site;049 913 0142;;
Belfiorecarni (S.R.L.);Via S. Rocchetto 54/b, Belfiore VR;http://belfiorecarni.it;045 614 9072;andrea.tosi76@gmail.com info@belfiorecarni.191.it;
Magazino Belfiore MaxDi;Via Carbonara, 8, 37050 Belfiore VR;;;;
Rossi Massimo;Via Roma, 1, 37050 Belfiore VR;;339 205 0214;;
A&O Belfiore;Via Strà, 12/C, 37050 Belfiore VR;https://www.aeo.it;045 614 9175;;
Marden S.r.l.;Viale del Lavoro, 4, 37050 Belfiore VR;http://www.marden-srl.com;045 614 8247;info@marden-srl.com;
Commerciale Brendolan Srl;Viale del Lavoro, 20, 37050 Belfiore VR;;;;
Maxi Di srl;Viale del Lavoro, 20, 37050 Belfiore VR;https://www.maxidi.it;045 617 4911;;
Societa Agricola Vanzani S.S.;Via Argine Maronari, 45, 37050 Belfiore VR;;045 614 9057;;
Dallo Chef;Via Belfiore, 84, 37135 Verona VR;http://www.dallochef.it;045 223 7627;;
Eredi Di Gastaldelli sas;Via S. Francesco d'Assisi, 24, 37050 Belfiore VR;;045 614 9071;;
Panificio Salumeria;37050 Belfiore VR;;;;
Az.Agricola Aldegheri Giovan;Via Porto, 17, 37050 Belfiore VR;;045 614 9083;;
Tregnaghi Gastronomia e Bottega;Via Strà, 5, 37042 Caldiero VR;https://www.fratellitregnaghi.it;045 765 0235;info@fratellitregnaghi.it;
Salumificio Ferlenghi Ettore;Via Pagliari, 2, 26043 Persichello CR;;0372 54072;;
Bottega Ca' dell'ora - Salumi Cascina Ca' dell'Ora;Via degli Orti, 4, 26030 San Giacomo Lovara CR;https://www.cadellora.net;0372 496037;;
Salumificio L.c.s.;Via Roma, 23, 26040 Bonemerse CR;;;;
Galvani Azienda Agricola - Macello - Spaccio Carni e Salumi;Via Torre Calini Carabbiolo, 25030 Maclodio BS;;347 765 2591;;
Salumificio Pirolo;di Sopra, 26010 Pirolo CR;http://www.salumipirolo.it;0372 921649;salumipirolo@libero.it;
Salumificio Trivella;Via, Largo Ostiano, 33, 26043 Persico Dosimo CR;https://www.salumificiotrivella.it;0372 493107;info@salumificiotrivella.it;
Migross Market;Via Belfiore, 10b, 37030 San Pietro VR;https://www.migross.it;045 982226;customercare@migross.it info@migross.it;
Formaggi e Salumi S. Rocco;via S. Tommaso, 3, 25081 Bedizzole BS;http://www.pasinisrocco.it;030 674070;info@pasinisrocco.it 20info@pasinisrocco.it;
Salumificio Predaroli & Bonandi SNC;Via Toscana, 22/24, 46041 Asola MN;http://salumificiopredarolibonandi.it;0376 710312;info@salumificiopredarolibonandi.it;
Azienda Agricola Massimiliano Furia;Via Flaminio Pellegrini, 14B, 37022 Fumane VR;https://massimilianofuria.altervista.org;366 670 9692;furia.massimiliano73@gmail.com;
SALUMIFICIO GANDOLFI ENEA srl;Via Europa, 9, 26045 Motta Baluffi CR;;;;
Portanti Carni Spaccio Carni E Salumi;Circonvallazione Sud, 63, 46041 Asola MN;;0376 712717;;
Benini Gabriella S.R.L.;Via Belfiore, 10, 37030 San Pietro VR;;045 982226;;
Sol&Agrifood;PalaExpo, Viale del Lavoro, 8, 37135 Verona VR;https://www.solagrifood.com;045 829 8111;;
Macelleria Dovigo;Via Colomba, 26, 37030 Colognola ai Colli VR;http://www.macelleriadovigo.it;045 765 0540;info@macelleriadovigo.it;
Macelleria Gastronomia Errevi;Piazzetta Risorgimento, 1, 25010 Montirone BS;https://www.salumificio-errevi.it;030 267182;;
Macelleria Dal Farra Giuseppe;Via Roma, 2, 32100 Belluno BL;;0437 943223;;
Pinali G. & C.;Via Col di Salce, 3/A, 32100 Belluno BL;;0437 932381;;
Macelleria Salumeria Segat Castion;Via Del Favero, 63, 32100 Belluno BL;;;;
Franzin Roberto;Via Fratelli Rosselli, 4, 32100 Belluno BL;;0437 944644;;
Alimentari Serbatti;Via Madeago, 75, 32100 Belluno BL;;0437 925709;;
Latteria Di Tisoi;Via Vittorio Veneto, 101, 32100 Belluno BL;;392 636 2601;;
Bottega Manolli;Piazza Giorgio Piloni, 10, 32100 Belluno BL;https://www.facebook.com;328 871 8083;;
Tipiko;Via Rialto, 8, 32100 Belluno BL;;0437 950036;;
Valbelluna Due Cash & Carry S.r.l.;Via dell'Artigianato, 30, 32100 Belluno BL;http://www.valbelluna.eu;0437 31070;;
LA BELLUNESE SUINI;Via S. Giorgio, 28, 32036 Roe Alte BL;;;;
Alimentari Crai Scarton Luigi;Via Visome, 130, 32100 Belluno BL;http://www.alimentariscarton.it;0437 926432;info@alimentariscarton.it;
Supermercato Kanguro Belluno;Via Gregorio XVI, 32100 Belluno BL;http://www.kangurosupermercati.it;0437 942498;info@kangurosupermercati.it;
Super W Belluno;Via Vittorio Veneto, 139, 32100 Belluno BL;http://www.walber.it;0437 33921;;
Ai Zei;via zei, 33, 32100 Belluno BL;http://www.aizei.it;347 446 9505;capraecavoli@aizei.it;
Super A&O;P.za, dei Martiri, 10, 32100 Belluno BL;https://www.aeo.it;0437 291813;;
Eurospin;Via Francesco del Vesco, snc, 32100 Belluno BL;https://www.eurospin.it;045 786 2000;dpo@eurospin.it privacy@eurospin.it.;
Supermercato Famila Belluno;Viale Europa, 19, 32100 Belluno BL;https://promo.unicomm.it;0437 948780;;
Segabinazzi Renato;Via Fontanelle, 5, 37020 Belluno Veronese VR;;045 723 0005;;
De Bastiani Formaggi Di De Bastiani Lucio & C. Snc;Via Feltre, 82i, 32036 Sedico BL;http://debastianiformaggi.it;0437 852216;info@debastianiformaggi.it;
Supermercato EUROSPAR Belluno;Viale Europa, 8/10,12, 32100 Belluno BL;https://www.despar.it;0437 949009;;
Soc. Coop. Latteria Agricola Di Tisoi;Via Antonio da Tisoi, 24, 32100 Belluno BL;;0437 294422;;
Tessaro Spa;Via Fenadora, 57, 32030 Zona Industriale BL;https://www.tessaroformaggi.it;0439 56347;info@tessaroformaggi.it;
De Gusto Dolomiti Ristorante Enoteca;Via meassa 273 Sagrogna, 32100 Belluno BL;http://www.degustodolomiti.it;0437 927503;info@degustodolomiti.it degustowine@gmail.com;
Da Carlo Conz;Piazzale Vittime delle Foibe, 32100 Belluno BL;;0437 941570;;
La Sorbettiera;Via Vittorio Veneto, 97, 32100 Belluno BL;https://www.facebook.com;348 785 8288;;
Fabbrica della Birra Belluno;Via Michele Cappellari, 18, 32100 Belluno BL;https://casadolomiti.business.site;328 088 3278;;
Officine - La Fabbrica del Buon Gusto;Via Fiorenzo Tomea, 9, 32100 Belluno BL;https://www.officinedelbuongusto.it;0437 925477;info@officinedelbuongusto.it info@www.officinedelbuongusto.it;
Salumeria Gastronomia F.lli Felicetti S.r.l. Moena;Strada E. Zanoner-Canori, 3, 38035 Moena TN;http://www.felicettispeck.it;0462 573216;;
LEBON S.R.L.;Via dei Pascoli, 12, 32010 Longarone BL;;0541 779511;;
Macelleria Zancanaro;Via Dante Alighieri, 9, 32030 Arsiè BL;;0439 59129;;
Macelleria Salumeria Polleria Di Elvio Turrin;Viale Farra, 43, 32032 Feltre BL;;0439 303160;;
Qualivery.it;;https://qualivery.it;0437 195 6624;;
Agriturismo Rio Cavalli;Loc, Via Meassa, 74, 32100 Belluno BL;http://www.riocavalli.it;0437 927380;;
Brenta Salumi;Frazione Borzago, 56/B, 38088 Spiazzo TN;https://brentasalumi.weebly.com;0465 800082;info@brentasalumi.it;
Lattebusche Latteria Della Vallata Feltrina;Via Nazionale, 59, 32030 Cesiomaggiore BL;https://www.lattebusche.com;0439 3191;info@lattebusche.it lattebusche@pec.it lattebusche@legalmail.it;
Azienda Agricola con Agriturismo Terra Delle Dolomiti;Via Val Gallina, 50, 32010 Soverzene BL;http://www.terradelledolomiti.com;335 715 5624;info@terradelledolomiti.com;
Prandi Roberto;Via Vittorio Emanuele, 102, 45032 Bergantino RO;;0425 87325;;
Ferrari Ivo - Alimentari;Via Vittorio Emanuele, 75, 45032 Bergantino RO;;0425 805056;;
Market Grossi snc di Grossi Mauro;Via Vittorio Emanuele II, 37, 45032 Bergantino RO;;0425 87010;;
Caseificio Sociale Ballottara;Via Bugno, 132, 45032 Bergantino RO;;0425 805204;;
Pasticceria La Casa dei Dolci;Via Giacomo Matteotti, 200, 45032 Bergantino RO;;0425 87676;;
Macelleria Gastronomia Panazza;Via Antonio Gramsci, 17, 46035 Ostiglia MN;;0386 390150;;
Gi.Vi.Fer.;Via Nuova, 186/220, 45032 Bergantino RO;https://www.givifer.it;;matteo@givifer.it;
Salumificio Bonora;Via Segadizzo, 4, 44028 Poggio Renatico FE;https://gruppodoro.com;0532 829463;gruppodoro@gmail.com;
Duecento S.N.C. Di Davi' Armando E Andrea;Via Giovecca, 561, 45032 Bergantino RO;https://www.facebook.com;0425 805212;;
Montagnini Orlando;Via Vittorio Emanuele II, 45032 Bergantino RO;;0425 87676;;
Macelleria salumeria Benedusi;Via XXIX Luglio 1848, 51, 46028 Sermide MN;;0386 62658;;
Le Delizie Del Verginese Di Albini Vanni (Salumificio);;http://www.ledeliziedelverginese.it;0532 327704;info@ledeliziedelverginese.it;
Bonetti S.R.L.;46028, Via Milazzo, 125/a, 46028 Sermide MN;https://www.bonetticostruzioni.it;0386 915097;info@bonetticostruzioni.it;
Macelleria Vando Di Testoni Silvio & C. (S.N.C.);Corso Italia, 18, 46036 Revere MN;;0386 46179;;
Albergo Ristorante Pizzeria Al Camin;Via Giovecca, 936, 45032 Bergantino RO;http://www.albergoristorantealcamin.it;0425 87029;;
Salumificio Ex-Bellentani;41034 Massa Finalese MO;https://www.sulpanaro.net;;redazione@sulpanaro.net direttore@sulpanaro.net commerciale@sulpanaro.net;
Pavani Rino;Via Giuseppe Garibaldi, 23, 46020 Carbonara di Po MN;;0386 41689;;
Ristorante Pizzeria Il Portico;Via Campo, 766, 45032 Bergantino RO;http://www.ristoranteilportico.it;348 780 7718;;
Pizzeria Quattro Stagioni Bergantino;Via Vittorio Emanuele, 64, 45032 Bergantino RO;;0425 805681;;
Macelleria Franchi Andrea;C., Via Battisti, 45030 Ceneselli RO;;0425 88027;;
Fiera Nazionale del Tartufo Bianco di Borgofranco sul Po;Piazza Claudio Malavasi, 46020 Borgofranco sul po MN;https://www.fieranazionaledeltartufo.it;349 129 1899;;
Alimentari Fratti Snc;Via Milazzo, 224, 46028 Santa Croce MN;;0386 915265;;
Panificio Luppi MN;46028 Sermide MN;;;;
Museo Storico della Giostra e dello Spettacolo Popolare;Piazza Giacomo Matteotti, 85, 45032 Bergantino RO;http://www.museodellagiostra.it;0425 805446;informazioni@museodellagiostra.it;
D.R.M. MACELLERIA;Piazza Montegrappa, 2, 31040 Onigo TV;;;;
Comune Di Bergantino;Via Vittorio Emanuele II, 107, 45032 Bergantino RO;https://www.comune.bergantino.ro.it;0425 805250;comune.bergantino.ro@pecveneto.it bergantino@comune.bergantino.ro.it;
Società Agricola Ceron Tarcisio S.S. Negozio;Via Cornarotta, 43, 31040 Cornarotta Alta TV;;351 803 4970;;
Minimarket di Zerbinati Cristina;Via Ruga, 20, 45025 Fratta Polesine RO;;0425 668031;;
Alimentari e ortofrutta Fiorenza;Via Giuseppe Garibaldi, 44, 46022 Felonica MN;;0386 66151;;
Trattoria Tigelleria Al Barachin;Str. Abetone Brennero Est, 62, 46035 Ostiglia MN;;0386 31035;;
Restaurant All'Antica Ala;Via Roma, 50, 37040 Bevilacqua VR;http://allanticaala.com;0442 93655;;
Boldrini Giuliano;Via Nazionale, 15, 37046 Minerbe VR;;0442 640726;;
La Cooperativa Agricola Veneta Due Soc. Coop.;Via Roma, 5, 37040 Bevilacqua VR;;0442 643033;;
Aermec S.p.A.;Via Roma, 996, 37040 Bevilacqua VR;http://aermec.it;0442 633111;;
Villa Bevilacqua;Via Roma, 63, 37040 Bevilacqua VR;http://www.villabevilacqua.com;0442 93324;;
Macelleria di Paolo Antoniazzi;P.za 3 Martiri, 13, 37049 Spinimbecco VR;;0442 91721;;
Rosa Guido Macelleria;Piazza Grani, 6, 35044 Montagnana PD;;0429 81735;;
La Bottega della Sorana - Azienda Agricola Pozzan;Via Giovanni XXIII, 33, 37040 Pressana VR;https://www.labottegadellasorana.com;347 581 3397;alberto@labottegadellasorana.it;
Marconcini Walter;Via Altichiero, 174, 37059 Zevio VR;;045 785 0206;;
Salumificio Poma;SP420, 46010 Commessaggio MN;;;;
Pane E Salumi;37010 Sega VR;;;;
Centro Carni;Via dello Sport, 13, 35040 Boara Pisani PD;;0425 48312;;
Centro Carni Di Lumini Luciano;Viale dello Sport, 13, 35040 Boara Pisani PD;;;;
Crai;Via Boniole, 8/A, 35040 Boara Pisani PD;https://www.crai-supermercati.it;390 221 0891;;
Panificio Pellegrini;Via XI Novembre, 35040 Boara Pisani PD;;;;
Trivellato Mercedes - Boara Pisani;Via Roma, 79, 35040 Boara Pisani PD;https://www.trivellato.it;0425 189 0900;;
Serenissima Ristorazione S P A;Via dell'Artigianato, 35040 Boara Pisani PD;http://www.grupposerenissima.it;0425 486108;;
Il Tortellaio Matto;Via I Maggio, 57, 35040 Boara Pisani PD;http://iltortellaiomatto.it;345 106 0541;;
Casna Giovanni Tabacchi Lotto E Superenalotto;Via XI Novembre, 20, 35040 Boara Pisani PD;;0425 486149;;
Macelleria Dalla Riva S.A.S;Via Marosticana, 2, 36050 Bolzano Vicentino VI;;0444 363534;;
Latteria Sociale Bolzano Vicentino s.c.a.;Via Strasilia, 2/B, 36050 Bolzano Vicentino VI;http://www.latteriasocialebolzanovicentino.it;0444 350097;info@latteriasocialebolzanovicentino.it;
Muraro Eros John;Via Strasilia, 24, 36050 Bolzano Vicentino VI;;0444 350106;;
Ga.la. srl;Via dell'Artigianato, 8, 36050 Bolzano Vicentino VI;;0444 350610;;
De Paoli Luigi e Figli Spa;Via Trieste, 4/C, 36050 Bolzano vicentino VI;http://www.burrodepaoli.it;0444 351088;info@burrodepaoli.it;
Zoppelletto Fulvio & C. Snc;Str. Cà Balbi, 23, 36050 Villaggio Montegrappa VI;;0444 910134;;
Bassetto Angelo;Via Lorenzi, 5, 36073 Cereda VI;http://www.bassettobudella.it;0445 952851;;
The Drunken Duck - Spaccisti Birrai;Via Cotorossi, 8, 36050 Bolzano vicentino VI;https://www.thedrunkenduck.it;0444 183 8519;;
Jambons Srl;Via S. Benedetto, 14, 36050 Bressanvido VI;;;;
Tigella Bella;Via Cà del Luogo, 8, 36050 Bolzano Vicentino VI;https://tigellabellavicenzapadova.company.site;0444 356431;;
Casa Brasileira;Via Molino, 37, 36050 Bolzano Vicentino VI;http://www.casabrasileira.it;0444 205887;;
Formaggi Tipici da Davide e Jenny Lo Magno Davide;Via Guglielmo Marconi, 50, 35010 Carmignano di Brenta PD;;049 943 0255;;
Azienda Agricola Benetti;Via Badia, 157, 36043 Camisano Vicentino VI;;0444 719763;;
Gs Carni Snc Di Giacomoni Fabiola E Sperotto Giambattista;Via Martiri della Libertà, 44, 36050 Quinto Vicentino VI;;0444 357857;;
Spaccio Latterie Vicentine - Bressanvido;Via S. Benedetto, 19, 36050 Bressanvido VI;http://spacci.latterievicentine.it;0444 142 5009;;
V'Incanto;Via B. Bizio, 4, 36050 Bolzano vicentino VI;https://www.facebook.com;0444 351221;;
Mohammad Bashir;Viale Milano, 110, 36100 Vicenza VI;;0444 547437;;
Spaccio del Caseificio San Vito Povolaro;Via Eleonora Duse, 5, 36030 Dueville VI;https://www.caseificiosanvitopovolaro.it;0444 590488;;
Cstm S.r.l.;Via Cà del Luogo, 13, 36050 Bolzano Vicentino VI;;0444 355176;;
Galvan Center;Via Marosticana, 40, 36050 Bolzano Vicentino VI;http://www.galvancenter.it;0444 350061;ordini@galvancenter.it ordini@galvancenter.i info@galvancenter.it;
Bar Dox;Via Ponte, 37, 36050 Bolzano Vicentino VI;https://www.facebook.com;0444 357355;;
Passione Preparati Alta Formazione in Macelleria;Via Pedrollo, 60, 36030 Caldogno VI;;331 667 0403;;
Zoppelletto Snc di Massimo, Nicola e Flaviano &C.;Via Rasega, 2, 36040 Grumolo delle Abbadesse VI;http://www.macelleriazoppelletto.it;0444 582094;;
Windegger;Via della Mostra, 3, 39100 Bolzano BZ;http://windegger.info;;mail@windegger.info;
Garbuio 1970;Via Gorizia, 8, 36050 Bolzano Vicentino VI;http://www.garbuio1970.it;0444 255008;info@garbuio1970.it;
I BUONI SAPORI di ADELINO;Viale Margherita, 1, 36100 Vicenza VI;;0444 303422;;
Spaccio Nicoli e Pozzato soc. agr. sempl.;36050 Poianella VI;;;;
Alimentari Le Bonta';36100 Bertesina VI;;;;
Alimentari La Piazzetta;Via Giovanni Durando, 115, 36100 Vicenza VI;https://alimentarilapiazzetta.business.site;0444 964940;;
Casolino il Girasole;Viale Anconetta, 194, 36100 Vicenza VI;https://www.facebook.com;340 922 9153;;
Siroco Wine Bar;Via Capitello, 6-6/a, 36050 Bolzano Vicentino VI;https://www.facebook.com;348 920 0146;;
Locanda Grego;Via Roma, 24, 36050 Bolzano vicentino VI;http://www.locandagrego.it;0444 350588;;
A.C. Berton Bolzano Vicentino;Via Zuccola, 4, 36050 Bolzano Vicentino VI;;;;
Windegger Franz & Co. S.N.C. - OHG;Via Johann Georg Plazer, 1, 39057 Appiano sulla strada del vino BZ;http://www.windegger.info;0471 662153;mail@windegger.info;
Salumificio Maison Bertolin;Strada Consortile, 10, 11020 Arnad AO;http://www.bertolin.com;0125 966144;info@bertolin.com;
CUCINAREALE S.r.l. - Passione per la Qualità;Strada Saviabona, 268/D, 36100 Vicenza VI;;0444 205758;;
Market al Paradiso Crai;Via Chiesa, 38, 31030 Semonzo TV;https://www.crai-supermercati.it;0423 561163;;
Stami (S.R.L.);Via Madonna Dellà Aiuto, 1, 31030 Borso del Grappa TV;https://www.stamisrl.com;0423 561142;;
Rifugio Cassanego di Ziliotto Luciano;Via Cassanego, 43, 31030 Cassanego TV;;0423 561160;;
Raccanello Mario;Via Madonna Del Covolo, 134, 31017 Crespano del Grappa TV;;0423 538739;;
"B & B ""Ai Colori""";Via Molinetto, 139, 31030 Borso del Grappa TV;http://aicolori.com;338 458 1093;donatellatonnellotto@gmail.com info@aicolori.com;
Al Casoin;Via Monte Canin, 21, 36020 Pove del Grappa VI;;0424 194 2302;;
La Bottega Delle Carni;Via Aldo Moro, 119, 45033 Bosaro RO;;;;
"Azienda Agricola ""Il Bosco""";Via Bosco del Monaco, 146, 45033 Bosco del Monaco RO;;;;
La Bottega della Carne;Via Ex Provinciale Rasa, 70, 45026 Ramodipalo Rasa RO;;329 876 5788;;
Macelleria Le Carni Borsea;Via Girolamo Savonarola, 60, 45100 Rovigo RO;http://www.lecarniborsea.it;0425 474760;saltalafila@lecarniborsea.it info@lecarniborsea.it;
Albini Salumi;Via Runco Gambulaga, 59/1, 44015 Gambulaga FE;https://albini-salumi.business.site;335 695 6213;;
Ristorante Al Cavaliere;Via Nazionale, 525/43, 45033 Bosaro RO;http://www.ristorantealcavaliere.com;0425 465131;info@ristorantealcavaliere.com 5402602info@ristorantealcavaliere.com;
Salumificio I Malafronte;Via Enrico Mattei, 1/c, 44011 Consandolo FE;https://www.imalafronte.it;0532 858307;commerciale@imalafronte.it;
Valpadana Srl - Industria Salumi;Via Verdi, 20, 46030 Correggioverde MN;http://www.trinitasalumi.it;0375 86000;;
Gottardi Salumi;Via Cucco, 59, 40015 Galliera BO;http://www.gottardisalumi.com;051 814058;gottardisalumi@gmail.com;
Salumificio BBS Centro Carni;Via Cristoforo Colombo, 84, 42017 Novellara RE;http://www.salumificiobbs.com;0522 654166;;
Milan Battista;Via Bernardo Cezza, 3, 45100 Grignano Polesine RO;;0425 494899;;
Salumificio Dario Bidinelli Snc;Via Circondaria, 17, 42015 Correggio RE;;0522 692527;;
Macelleria La Carne;Corso Antonio Gramsci, 145, 45038 Polesella RO;http://macellerialacarne.it;0425 444150;info@macellerialacarne.it;
Macelleria La Bottega delle Carni di Capelozza Massimo;Via Antonio Bonatti, 18, 45100 Rovigo RO;;0425 21364;;
Salumificio Storti;46040 Calvarata MN;;;;
Salumificio B.B.S. Di Bartoli Giampaolo & C. Snc;Via Cristoforo Colombo, 86, 42017 Novellara RE;http://www.salumificiobbs.com;0522 654166;;
Dentesano salumi Srl;Via Giuseppe Garibaldi, 7, 33040 Campolongo Tapogliano UD;http://www.dentesano.it;0431 99018;shop@dentesano.it. shop@dentesano.it info@dentesano.it;
Salumificio Lusetti;Via per Reggio, 16, 42019 Arceto RE;;0522 989654;;
Salumificio Sfreddo;Via di Giarizzole, 37, 34148 Trieste TS;http://www.sfreddo.it;040 817357;;
Farmacia Dr. Orlando - Boschi Sant' Anna;Via Caseggiato, 5, 37040 Boschi Sant'Anna VR;https://www.facebook.com;0442 99521;;
Salumi Boschi Fratelli S.p.a.;Via G. Garibaldi, 27/B, 43035 Felino PR;http://www.boschifratelli.com;0521 836559;info@boschifratelli.com;
Linea Profili S.R.L.;Via Olmo, 37040 Boschi Sant'Anna VR;http://www.lineaprofili.it;0442 22615;info@lineaprofili.it;
Meneghello S.N.C. Arredamenti;Via Olmo, 37040 Boschi Sant'Anna VR;;0442 99035;;
Mobilificio Due P., Snc;Via Olmo, 12/b, 37040 Boschi Sant'Anna VR;;0442 99210;;
